# Run number  1 on Mon 2026-05-25T12:05:49 BST
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 1.1950E+01    5.1114E+01    6.2324E+01    2.3967E+01    1.9587E+01    1.7062E+01    8.0660E+01    5.8449E+01    1.8403E+01    4.9196E+00    1.9952E+01    7.6848E+00    8.0205E+00   
 1.2451E+01    5.1131E+01    6.2324E+01    2.3985E+01    1.9666E+01    1.6993E+01    8.0663E+01    5.8349E+01    1.8343E+01    4.9400E+00    2.0034E+01    7.8751E+00    8.0205E+00   
 1.3038E+01    5.1142E+01    6.2345E+01    2.4000E+01    1.9623E+01    1.6913E+01    8.0663E+01    5.8282E+01    1.8343E+01    4.9196E+00    2.0054E+01    7.5897E+00    7.9942E+00   
 1.3538E+01    5.1140E+01    6.2370E+01    2.4025E+01    1.9571E+01    1.6835E+01    8.0675E+01    5.8203E+01    1.8268E+01    4.9604E+00    2.0054E+01    7.7324E+00    7.9942E+00   
 1.4038E+01    5.1154E+01    6.2400E+01    2.3987E+01    1.9541E+01    1.6776E+01    8.0653E+01    5.8108E+01    1.8188E+01    4.9400E+00    1.9952E+01    7.6531E+00    7.9942E+00   
 1.4539E+01    5.1147E+01    6.2394E+01    2.3935E+01    1.9541E+01    1.6760E+01    8.0617E+01    5.8094E+01    1.8103E+01    4.9400E+00    1.9993E+01    7.5949E+00    8.0468E+00   
 1.5110E+01    5.1147E+01    6.2387E+01    2.3922E+01    1.9451E+01    1.6712E+01    8.0620E+01    5.8013E+01    1.8067E+01    4.9196E+00    1.9952E+01    7.6689E+00    7.9942E+00   
 1.5610E+01    5.1156E+01    6.2387E+01    2.3958E+01    1.9478E+01    1.6645E+01    8.0624E+01    5.7935E+01    1.7998E+01    4.9400E+00    2.0034E+01    7.7324E+00    7.9942E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 1.6111E+01    5.1164E+01    6.2411E+01    2.3958E+01    1.9389E+01    1.6576E+01    8.0624E+01    5.7869E+01    1.7998E+01    4.9196E+00    2.0074E+01    7.8275E+00    7.9942E+00   
 1.6611E+01    5.1153E+01    6.2402E+01    2.3959E+01    1.9313E+01    1.6514E+01    8.0597E+01    5.7771E+01    1.7922E+01    4.8789E+00    1.9952E+01    7.5897E+00    7.9942E+00   
 1.7206E+01    5.1153E+01    6.2410E+01    2.3975E+01    1.9360E+01    1.6487E+01    8.0616E+01    5.7675E+01    1.7867E+01    4.8993E+00    2.0034E+01    7.8222E+00    7.9678E+00   
 1.7707E+01    5.1151E+01    6.2423E+01    2.3946E+01    1.9360E+01    1.6487E+01    8.0613E+01    5.7675E+01    1.7800E+01    4.8789E+00    2.0013E+01    7.5949E+00    7.9678E+00   
 1.8207E+01    5.1136E+01    6.2414E+01    2.3934E+01    1.9283E+01    1.6433E+01    8.0609E+01    5.7604E+01    1.7770E+01    4.8789E+00    2.0238E+01    7.7852E+00    8.0205E+00   
 1.8707E+01    5.1145E+01    6.2429E+01    2.3873E+01    1.9300E+01    1.6399E+01    8.0609E+01    5.7514E+01    1.7692E+01    4.8789E+00    2.0217E+01    7.8328E+00    8.0205E+00   
 1.9295E+01    5.1150E+01    6.2430E+01    2.3873E+01    1.9236E+01    1.6378E+01    8.0588E+01    5.7465E+01    1.7692E+01    4.8789E+00    1.9972E+01    7.8064E+00    7.9678E+00   
 1.9795E+01    5.1167E+01    6.2445E+01    2.3801E+01    1.9167E+01    1.6356E+01    8.0573E+01    5.7389E+01    1.7642E+01    4.8585E+00    1.9972E+01    7.8486E+00    7.9678E+00   
 2.0295E+01    5.1167E+01    6.2442E+01    2.3777E+01    1.9205E+01    1.6356E+01    8.0577E+01    5.7327E+01    1.7583E+01    4.8585E+00    2.0095E+01    7.5844E+00    8.0205E+00   
 2.0796E+01    5.1181E+01    6.2466E+01    2.3826E+01    1.9220E+01    1.6348E+01    8.0574E+01    5.7327E+01    1.7550E+01    4.8585E+00    1.9952E+01    7.6161E+00    7.9678E+00   
 2.1399E+01    5.1178E+01    6.2462E+01    2.3860E+01    1.9187E+01    1.6378E+01    8.0599E+01    5.7263E+01    1.7487E+01    4.8382E+00    2.0054E+01    7.5791E+00    7.9942E+00   
 2.1900E+01    5.1154E+01    6.2447E+01    2.3826E+01    1.9077E+01    1.6394E+01    8.0616E+01    5.7190E+01    1.7434E+01    4.8178E+00    1.9972E+01    7.5632E+00    7.9678E+00   
 2.2400E+01    5.1168E+01    6.2440E+01    2.3826E+01    1.9091E+01    1.6428E+01    8.0616E+01    5.7117E+01    1.7434E+01    4.8178E+00    2.0054E+01    7.6742E+00    7.9942E+00   
 2.2900E+01    5.1160E+01    6.2463E+01    2.3794E+01    1.9057E+01    1.6470E+01    8.0634E+01    5.7061E+01    1.7397E+01    4.8178E+00    2.0197E+01    7.6901E+00    7.9942E+00   
 2.3471E+01    5.1160E+01    6.2453E+01    2.3780E+01    1.8982E+01    1.6523E+01    8.0665E+01    5.7026E+01    1.7339E+01    4.7974E+00    2.0054E+01    7.7165E+00    8.0205E+00   
 2.3972E+01    5.1176E+01    6.2456E+01    2.3846E+01    1.8998E+01    1.6523E+01    8.0697E+01    5.7026E+01    1.7281E+01    4.7974E+00    2.0074E+01    7.6372E+00    8.0205E+00   
 2.4472E+01    5.1178E+01    6.2455E+01    2.3908E+01    1.8912E+01    1.6576E+01    8.0749E+01    5.6975E+01    1.7240E+01    4.8178E+00    2.0034E+01    7.8116E+00    7.9942E+00   
 2.4972E+01    5.1178E+01    6.2455E+01    2.3908E+01    1.8928E+01    1.6665E+01    8.0749E+01    5.6953E+01    1.7240E+01    4.7770E+00    1.9993E+01    7.6689E+00    8.0468E+00   
 2.5568E+01    5.1172E+01    6.2453E+01    2.3830E+01    1.8998E+01    1.6728E+01    8.0783E+01    5.6916E+01    1.7225E+01    4.7974E+00    1.9911E+01    7.5315E+00    8.0205E+00   
 2.6068E+01    5.1198E+01    6.2456E+01    2.3823E+01    1.9047E+01    1.6796E+01    8.0812E+01    5.6861E+01    1.7198E+01    4.7770E+00    1.9911E+01    7.6531E+00    8.0205E+00   
 2.6568E+01    5.1198E+01    6.2439E+01    2.3777E+01    1.9067E+01    1.6796E+01    8.0834E+01    5.6861E+01    1.7184E+01    4.7974E+00    1.9830E+01    7.6267E+00    7.9942E+00   
 2.7069E+01    5.1174E+01    6.2428E+01    2.3740E+01    1.9051E+01    1.6901E+01    8.0856E+01    5.6872E+01    1.7167E+01    4.7770E+00    1.9932E+01    7.5949E+00    7.9942E+00   
 2.7664E+01    5.1187E+01    6.2393E+01    2.3715E+01    1.8983E+01    1.7004E+01    8.0896E+01    5.6842E+01    1.7147E+01    4.7567E+00    1.9911E+01    7.7852E+00    7.9942E+00   
 2.8164E+01    5.1205E+01    6.2393E+01    2.3712E+01    1.9045E+01    1.7089E+01    8.0869E+01    5.6854E+01    1.7119E+01    4.7567E+00    2.0054E+01    7.7641E+00    7.9942E+00   
 2.8665E+01    5.1183E+01    6.2378E+01    2.3696E+01    1.8986E+01    1.7181E+01    8.0869E+01    5.6882E+01    1.7119E+01    4.7363E+00    2.0034E+01    7.6108E+00    8.0205E+00   
 2.9165E+01    5.1177E+01    6.2345E+01    2.3693E+01    1.8906E+01    1.7273E+01    8.0868E+01    5.6916E+01    1.7099E+01    4.7567E+00    1.9809E+01    7.7905E+00    7.9942E+00   
 2.9760E+01    5.1162E+01    6.2301E+01    2.3615E+01    1.8946E+01    1.7404E+01    8.0867E+01    5.6979E+01    1.7103E+01    4.7363E+00    2.0013E+01    7.5157E+00    7.9678E+00   
 3.0260E+01    5.1171E+01    6.2290E+01    2.3551E+01    1.8946E+01    1.7404E+01    8.0873E+01    5.6979E+01    1.7089E+01    4.7567E+00    2.0013E+01    7.5051E+00    7.9942E+00   
 3.0761E+01    5.1178E+01    6.2273E+01    2.3562E+01    1.8929E+01    1.7490E+01    8.0868E+01    5.6977E+01    1.7092E+01    4.7567E+00    1.9850E+01    7.5897E+00    8.0205E+00   
 3.1261E+01    5.1169E+01    6.2273E+01    2.3562E+01    1.8944E+01    1.7587E+01    8.0868E+01    5.7034E+01    1.7092E+01    4.7363E+00    1.9911E+01    7.5368E+00    8.0730E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 3.1832E+01    5.1160E+01    6.2240E+01    2.3628E+01    1.8843E+01    1.7676E+01    8.0863E+01    5.7070E+01    1.7073E+01    4.7567E+00    1.9952E+01    7.4998E+00    7.9942E+00   
 3.2333E+01    5.1170E+01    6.2211E+01    2.3695E+01    1.8772E+01    1.7770E+01    8.0861E+01    5.7124E+01    1.7080E+01    4.7567E+00    1.9911E+01    7.4945E+00    7.9942E+00   
 3.2833E+01    5.1185E+01    6.2206E+01    2.3727E+01    1.8788E+01    1.7786E+01    8.0862E+01    5.7138E+01    1.7115E+01    4.7567E+00    1.9748E+01    7.4839E+00    8.0205E+00   
 3.3334E+01    5.1174E+01    6.2189E+01    2.3727E+01    1.8842E+01    1.7892E+01    8.0849E+01    5.7200E+01    1.7134E+01    4.7567E+00    1.9769E+01    7.6584E+00    7.9942E+00   
 3.3929E+01    5.1181E+01    6.2171E+01    2.3721E+01    1.8840E+01    1.7990E+01    8.0838E+01    5.7281E+01    1.7161E+01    4.7974E+00    1.9707E+01    7.4839E+00    7.9678E+00   
 3.4429E+01    5.1186E+01    6.2171E+01    2.3721E+01    1.8847E+01    1.8093E+01    8.0838E+01    5.7345E+01    1.7176E+01    4.7567E+00    1.9748E+01    7.7641E+00    7.9678E+00   
 3.4929E+01    5.1173E+01    6.2127E+01    2.3727E+01    1.8866E+01    1.8195E+01    8.0841E+01    5.7416E+01    1.7192E+01    4.7567E+00    1.9707E+01    7.4839E+00    7.9412E+00   
 3.5430E+01    5.1173E+01    6.2124E+01    2.3696E+01    1.8848E+01    1.8294E+01    8.0824E+01    5.7464E+01    1.7221E+01    4.7567E+00    1.9646E+01    7.4945E+00    7.9678E+00   
 3.6001E+01    5.1166E+01    6.2104E+01    2.3710E+01    1.8848E+01    1.8310E+01    8.0841E+01    5.7479E+01    1.7252E+01    4.7770E+00    1.9707E+01    7.6002E+00    7.9678E+00   
 3.6501E+01    5.1170E+01    6.2082E+01    2.3754E+01    1.8876E+01    1.8421E+01    8.0824E+01    5.7567E+01    1.7290E+01    4.7567E+00    1.9748E+01    7.6584E+00    8.0205E+00   
 3.7002E+01    5.1146E+01    6.2068E+01    2.3764E+01    1.8809E+01    1.8500E+01    8.0819E+01    5.7624E+01    1.7333E+01    4.7770E+00    1.9728E+01    7.5157E+00    7.9942E+00   
 3.7502E+01    5.1166E+01    6.2058E+01    2.3764E+01    1.8894E+01    1.8589E+01    8.0819E+01    5.7720E+01    1.7333E+01    4.7770E+00    1.9687E+01    7.4787E+00    7.9678E+00   
 3.8106E+01    5.1159E+01    6.2056E+01    2.3814E+01    1.8966E+01    1.8654E+01    8.0794E+01    5.7785E+01    1.7346E+01    4.7770E+00    1.9870E+01    7.5685E+00    7.9678E+00   
 3.8606E+01    5.1153E+01    6.2033E+01    2.3811E+01    1.8958E+01    1.8753E+01    8.0789E+01    5.7856E+01    1.7385E+01    4.7770E+00    1.9667E+01    7.7112E+00    7.9942E+00   
 3.9106E+01    5.1153E+01    6.2012E+01    2.3774E+01    1.8958E+01    1.8753E+01    8.0789E+01    5.7856E+01    1.7413E+01    4.7974E+00    1.9728E+01    7.4681E+00    7.9942E+00   
 3.9607E+01    5.1144E+01    6.2023E+01    2.3723E+01    1.8992E+01    1.8824E+01    8.0780E+01    5.7934E+01    1.7449E+01    4.7770E+00    1.9687E+01    7.7535E+00    7.9678E+00   
 4.0194E+01    5.1159E+01    6.2010E+01    2.3747E+01    1.8903E+01    1.8895E+01    8.0807E+01    5.7994E+01    1.7469E+01    4.7974E+00    1.9850E+01    7.4628E+00    7.9942E+00   
 4.0694E+01    5.1152E+01    6.2010E+01    2.3747E+01    1.9020E+01    1.8999E+01    8.0807E+01    5.8062E+01    1.7469E+01    4.7974E+00    1.9809E+01    7.4787E+00    8.0205E+00   
 4.1194E+01    5.1163E+01    6.1989E+01    2.3754E+01    1.8915E+01    1.9069E+01    8.0804E+01    5.8127E+01    1.7487E+01    4.7770E+00    1.9789E+01    7.6584E+00    7.9942E+00   
 4.1695E+01    5.1163E+01    6.1986E+01    2.3774E+01    1.8947E+01    1.9069E+01    8.0806E+01    5.8172E+01    1.7480E+01    4.7974E+00    1.9850E+01    7.6319E+00    7.9942E+00   
 4.2290E+01    5.1173E+01    6.1993E+01    2.3819E+01    1.8947E+01    1.9175E+01    8.0823E+01    5.8187E+01    1.7490E+01    4.7974E+00    1.9850E+01    7.5315E+00    7.9942E+00   
 4.2790E+01    5.1164E+01    6.1958E+01    2.3875E+01    1.9013E+01    1.9234E+01    8.0823E+01    5.8279E+01    1.7490E+01    4.7770E+00    1.9748E+01    7.7429E+00    8.0205E+00   
 4.3291E+01    5.1167E+01    6.1958E+01    2.3909E+01    1.9060E+01    1.9319E+01    8.0813E+01    5.8349E+01    1.7507E+01    4.7770E+00    1.9728E+01    7.4734E+00    7.9942E+00   
 4.3791E+01    5.1172E+01    6.1958E+01    2.3909E+01    1.9079E+01    1.9372E+01    8.0813E+01    5.8404E+01    1.7507E+01    4.7974E+00    1.9830E+01    7.5897E+00    8.0205E+00   
 4.4363E+01    5.1166E+01    6.1950E+01    2.3901E+01    1.9046E+01    1.9455E+01    8.0809E+01    5.8450E+01    1.7516E+01    4.7974E+00    1.9687E+01    7.5949E+00    7.9678E+00   
 4.4863E+01    5.1151E+01    6.1935E+01    2.3871E+01    1.9047E+01    1.9523E+01    8.0809E+01    5.8527E+01    1.7517E+01    4.7974E+00    1.9646E+01    7.4734E+00    7.9942E+00   
 4.5363E+01    5.1152E+01    6.1917E+01    2.3862E+01    1.9047E+01    1.9523E+01    8.0801E+01    5.8527E+01    1.7517E+01    4.8178E+00    1.9891E+01    7.4839E+00    7.9942E+00   
 4.5864E+01    5.1148E+01    6.1901E+01    2.3838E+01    1.9018E+01    1.9605E+01    8.0782E+01    5.8612E+01    1.7534E+01    4.8178E+00    1.9728E+01    7.5051E+00    7.9942E+00   
 4.6443E+01    5.1158E+01    6.1893E+01    2.3822E+01    1.8985E+01    1.9659E+01    8.0743E+01    5.8665E+01    1.7561E+01    4.8178E+00    1.9585E+01    7.4734E+00    7.9412E+00   
 4.6943E+01    5.1159E+01    6.1893E+01    2.3822E+01    1.9014E+01    1.9734E+01    8.0743E+01    5.8737E+01    1.7561E+01    4.7974E+00    1.9850E+01    7.4787E+00    8.0205E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 4.7443E+01    5.1158E+01    6.1901E+01    2.3793E+01    1.9117E+01    1.9811E+01    8.0733E+01    5.8796E+01    1.7601E+01    4.8382E+00    1.9626E+01    7.7112E+00    8.0205E+00   
 4.7944E+01    5.1158E+01    6.1878E+01    2.3779E+01    1.9117E+01    1.9811E+01    8.0711E+01    5.8827E+01    1.7634E+01    4.8382E+00    1.9626E+01    7.4839E+00    7.9942E+00   
 4.8539E+01    5.1165E+01    6.1883E+01    2.3804E+01    1.9209E+01    1.9860E+01    8.0723E+01    5.8827E+01    1.7648E+01    4.8382E+00    1.9789E+01    7.6742E+00    8.0205E+00   
 4.9039E+01    5.1170E+01    6.1862E+01    2.3831E+01    1.9189E+01    1.9938E+01    8.0749E+01    5.8920E+01    1.7694E+01    4.8585E+00    1.9687E+01    7.7059E+00    8.0205E+00   
 4.9540E+01    5.1152E+01    6.1862E+01    2.3831E+01    1.9130E+01    2.0013E+01    8.0749E+01    5.8964E+01    1.7725E+01    4.8585E+00    1.9789E+01    7.5474E+00    7.9942E+00   
 5.0040E+01    5.1157E+01    6.1881E+01    2.3855E+01    1.9131E+01    2.0064E+01    8.0736E+01    5.8998E+01    1.7725E+01    4.8585E+00    1.9850E+01    7.4839E+00    8.0205E+00   
 5.0635E+01    5.1162E+01    6.1868E+01    2.3863E+01    1.9165E+01    2.0129E+01    8.0728E+01    5.9052E+01    1.7758E+01    4.8585E+00    1.9850E+01    7.7482E+00    7.9942E+00   
 5.1136E+01    5.1147E+01    6.1849E+01    2.3865E+01    1.9120E+01    2.0129E+01    8.0712E+01    5.9084E+01    1.7776E+01    4.8789E+00    1.9809E+01    7.5368E+00    7.9942E+00   
 5.1636E+01    5.1160E+01    6.1853E+01    2.3905E+01    1.9120E+01    2.0176E+01    8.0696E+01    5.9084E+01    1.7829E+01    4.8993E+00    1.9707E+01    7.7271E+00    8.0205E+00   
 5.2136E+01    5.1146E+01    6.1841E+01    2.3896E+01    1.9163E+01    2.0244E+01    8.0690E+01    5.9128E+01    1.7848E+01    4.8993E+00    1.9707E+01    7.7482E+00    7.9678E+00   
 5.2708E+01    5.1142E+01    6.1841E+01    2.3825E+01    1.9308E+01    2.0297E+01    8.0690E+01    5.9153E+01    1.7898E+01    4.9196E+00    1.9728E+01    7.7588E+00    8.0468E+00   
 5.3208E+01    5.1135E+01    6.1838E+01    2.3825E+01    1.9307E+01    2.0332E+01    8.0665E+01    5.9180E+01    1.7882E+01    4.8993E+00    1.9789E+01    7.7588E+00    8.0205E+00   
 5.3708E+01    5.1144E+01    6.1848E+01    2.3724E+01    1.9263E+01    2.0379E+01    8.0642E+01    5.9186E+01    1.7913E+01    4.9196E+00    1.9707E+01    7.5368E+00    8.0205E+00   
 5.4209E+01    5.1144E+01    6.1843E+01    2.3731E+01    1.9263E+01    2.0363E+01    8.0632E+01    5.9172E+01    1.7929E+01    4.9196E+00    1.9809E+01    7.5527E+00    8.0468E+00   
 5.4812E+01    5.1154E+01    6.1844E+01    2.3748E+01    1.9265E+01    2.0426E+01    8.0634E+01    5.9233E+01    1.7957E+01    4.9196E+00    1.9585E+01    7.4998E+00    8.0468E+00   
 5.5313E+01    5.1159E+01    6.1856E+01    2.3789E+01    1.9358E+01    2.0451E+01    8.0624E+01    5.9209E+01    1.7985E+01    4.9400E+00    1.9830E+01    7.7799E+00    8.0205E+00   
 5.5813E+01    5.1164E+01    6.1856E+01    2.3789E+01    1.9401E+01    2.0509E+01    8.0624E+01    5.9225E+01    1.8017E+01    4.9400E+00    1.9646E+01    7.5209E+00    7.9412E+00   
 5.6313E+01    5.1183E+01    6.1869E+01    2.3821E+01    1.9418E+01    2.0562E+01    8.0593E+01    5.9266E+01    1.8017E+01    4.9400E+00    1.9667E+01    7.7535E+00    8.0205E+00   
 5.6884E+01    5.1177E+01    6.1891E+01    2.3833E+01    1.9385E+01    2.0580E+01    8.0569E+01    5.9251E+01    1.8049E+01    4.9196E+00    1.9605E+01    7.7799E+00    7.9942E+00   
 5.7384E+01    5.1177E+01    6.1891E+01    2.3850E+01    1.9385E+01    2.0580E+01    8.0551E+01    5.9240E+01    1.8084E+01    4.9604E+00    1.9605E+01    7.7799E+00    8.0205E+00   
 5.7885E+01    5.1172E+01    6.1903E+01    2.3854E+01    1.9478E+01    2.0630E+01    8.0559E+01    5.9240E+01    1.8103E+01    4.9400E+00    1.9707E+01    7.6742E+00    8.0205E+00   
 5.8385E+01    5.1185E+01    6.1906E+01    2.3866E+01    1.9523E+01    2.0678E+01    8.0553E+01    5.9257E+01    1.8141E+01    4.9604E+00    1.9707E+01    7.5368E+00    7.9942E+00   
 5.8981E+01    5.1158E+01    6.1892E+01    2.3850E+01    1.9468E+01    2.0730E+01    8.0553E+01    5.9294E+01    1.8172E+01    4.9604E+00    1.9789E+01    7.6848E+00    7.9942E+00   
 5.9481E+01    5.1164E+01    6.1895E+01    2.3889E+01    1.9486E+01    2.0757E+01    8.0548E+01    5.9327E+01    1.8172E+01    4.9400E+00    1.9769E+01    7.5104E+00    8.0205E+00   
 5.9981E+01    5.1143E+01    6.1884E+01    2.3851E+01    1.9368E+01    2.0796E+01    8.0550E+01    5.9329E+01    1.8230E+01    4.9400E+00    1.9687E+01    7.5262E+00    8.0205E+00   
 6.0482E+01    5.1143E+01    6.1897E+01    2.3826E+01    1.9368E+01    2.0796E+01    8.0552E+01    5.9329E+01    1.8272E+01    4.9604E+00    1.9870E+01    7.7746E+00    8.0205E+00   
 6.1053E+01    5.1163E+01    6.1903E+01    2.3814E+01    1.9492E+01    2.0826E+01    8.0560E+01    5.9342E+01    1.8320E+01    4.9604E+00    1.9870E+01    7.6689E+00    8.0205E+00   
 6.1553E+01    5.1172E+01    6.1921E+01    2.3811E+01    1.9454E+01    2.0866E+01    8.0554E+01    5.9377E+01    1.8356E+01    4.9808E+00    1.9769E+01    7.6319E+00    7.9942E+00   
 6.2053E+01    5.1188E+01    6.1921E+01    2.3811E+01    1.9469E+01    2.0911E+01    8.0554E+01    5.9396E+01    1.8356E+01    5.0011E+00    1.9830E+01    7.7112E+00    8.0205E+00   
 6.2554E+01    5.1172E+01    6.1926E+01    2.3838E+01    1.9505E+01    2.0948E+01    8.0571E+01    5.9388E+01    1.8389E+01    5.0011E+00    1.9870E+01    7.7535E+00    7.9942E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 6.3149E+01    5.1178E+01    6.1923E+01    2.3844E+01    1.9535E+01    2.0968E+01    8.0582E+01    5.9403E+01    1.8423E+01    5.0011E+00    1.9850E+01    7.5209E+00    8.0205E+00   
 6.3649E+01    5.1178E+01    6.1934E+01    2.3840E+01    1.9535E+01    2.0968E+01    8.0588E+01    5.9403E+01    1.8438E+01    5.0011E+00    1.9850E+01    7.5368E+00    7.9412E+00   
 6.4150E+01    5.1176E+01    6.1932E+01    2.3856E+01    1.9520E+01    2.0970E+01    8.0605E+01    5.9392E+01    1.8427E+01    5.0011E+00    1.9626E+01    7.7324E+00    7.9412E+00   
 6.4650E+01    5.1191E+01    6.1955E+01    2.3856E+01    1.9567E+01    2.0992E+01    8.0605E+01    5.9376E+01    1.8446E+01    4.9808E+00    1.9728E+01    7.5579E+00    7.9678E+00   
 6.5222E+01    5.1170E+01    6.1940E+01    2.3852E+01    1.9651E+01    2.1036E+01    8.0660E+01    5.9398E+01    1.8446E+01    4.9604E+00    1.9728E+01    7.6954E+00    8.0205E+00   
 6.5722E+01    5.1164E+01    6.1932E+01    2.3885E+01    1.9545E+01    2.1050E+01    8.0687E+01    5.9383E+01    1.8494E+01    5.0215E+00    1.9728E+01    7.5897E+00    8.0205E+00   
