# Run number  1 on Mon 2026-05-25T11:05:22 BST
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 5.4226E+00    5.0702E+01    6.0531E+01    2.4218E+01    1.9242E+01    2.0863E+01    7.8551E+01    5.8067E+01    1.8507E+01    5.0011E+00    1.9095E+01    7.6689E+00    8.9411E+00   
 5.9231E+00    5.0698E+01    6.0547E+01    2.4191E+01    1.9234E+01    2.0872E+01    7.8527E+01    5.8092E+01    1.8538E+01    4.9808E+00    1.9197E+01    7.4681E+00    8.9411E+00   
 6.4234E+00    5.0705E+01    6.0547E+01    2.4191E+01    1.9268E+01    2.0880E+01    7.8541E+01    5.8111E+01    1.8554E+01    5.0215E+00    1.9177E+01    7.6161E+00    8.9411E+00   
 6.9237E+00    5.0704E+01    6.0543E+01    2.4098E+01    1.9342E+01    2.0880E+01    7.8507E+01    5.8130E+01    1.8569E+01    5.0011E+00    1.9238E+01    7.4628E+00    8.8938E+00   
 7.4241E+00    5.0704E+01    6.0545E+01    2.4070E+01    1.9341E+01    2.0880E+01    7.8486E+01    5.8130E+01    1.8583E+01    5.0011E+00    1.9177E+01    7.4787E+00    8.9174E+00   
 7.9244E+00    5.0703E+01    6.0564E+01    2.4201E+01    1.9341E+01    2.0876E+01    7.8462E+01    5.8112E+01    1.8605E+01    5.0011E+00    1.9095E+01    7.4205E+00    8.9174E+00   
 8.4247E+00    5.0680E+01    6.0561E+01    2.4111E+01    1.9302E+01    2.0853E+01    7.8451E+01    5.8119E+01    1.8622E+01    4.9808E+00    1.9177E+01    7.5844E+00    8.9646E+00   
 8.9250E+00    5.0687E+01    6.0546E+01    2.4095E+01    1.9265E+01    2.0814E+01    7.8451E+01    5.8144E+01    1.8622E+01    5.0011E+00    1.9095E+01    7.6531E+00    8.8938E+00   
 9.4253E+00    5.0689E+01    6.0555E+01    2.3959E+01    1.9316E+01    2.0787E+01    7.8442E+01    5.8149E+01    1.8633E+01    4.9604E+00    1.9299E+01    7.4100E+00    8.9174E+00   
 9.9256E+00    5.0689E+01    6.0558E+01    2.3862E+01    1.9302E+01    2.0787E+01    7.8446E+01    5.8149E+01    1.8671E+01    4.9808E+00    1.9320E+01    7.4152E+00    8.9411E+00   
 1.0426E+01    5.0680E+01    6.0572E+01    2.3802E+01    1.9302E+01    2.0717E+01    7.8439E+01    5.8161E+01    1.8712E+01    4.9604E+00    1.9157E+01    7.5527E+00    8.8938E+00   
 1.0983E+01    5.0669E+01    6.0560E+01    2.3762E+01    1.9375E+01    2.0589E+01    7.8439E+01    5.8190E+01    1.8743E+01    5.0011E+00    1.9116E+01    7.4205E+00    8.9411E+00   
 1.1483E+01    5.0664E+01    6.0575E+01    2.3777E+01    1.9397E+01    2.0409E+01    7.8439E+01    5.8216E+01    1.8743E+01    5.0011E+00    1.9075E+01    7.5421E+00    8.9646E+00   
 1.1983E+01    5.0677E+01    6.0573E+01    2.3766E+01    1.9468E+01    2.0073E+01    7.8414E+01    5.8227E+01    1.8784E+01    4.9808E+00    1.9136E+01    7.6901E+00    8.9646E+00   
 1.2484E+01    5.0677E+01    6.0565E+01    2.3740E+01    1.9511E+01    2.0073E+01    7.8401E+01    5.8209E+01    1.8795E+01    4.9808E+00    1.9197E+01    7.4417E+00    8.8938E+00   
 1.3063E+01    5.0698E+01    6.0595E+01    2.3759E+01    1.9511E+01    1.9649E+01    7.8384E+01    5.8209E+01    1.8835E+01    5.0215E+00    1.9157E+01    7.5844E+00    8.9411E+00   
 1.3563E+01    5.0706E+01    6.0576E+01    2.3731E+01    1.9522E+01    1.9347E+01    7.8391E+01    5.8251E+01    1.8880E+01    5.0011E+00    1.9116E+01    7.4998E+00    8.9646E+00   
 1.4064E+01    5.0696E+01    6.0576E+01    2.3739E+01    1.9576E+01    1.9099E+01    7.8391E+01    5.8264E+01    1.8882E+01    5.0215E+00    1.9197E+01    7.6742E+00    8.9411E+00   
 1.4564E+01    5.0730E+01    6.0603E+01    2.3754E+01    1.9587E+01    1.8903E+01    7.8412E+01    5.8253E+01    1.8897E+01    5.0215E+00    1.9340E+01    7.4417E+00    8.9646E+00   
 1.5175E+01    5.0716E+01    6.0609E+01    2.3794E+01    1.9601E+01    1.8705E+01    7.8412E+01    5.8272E+01    1.8885E+01    5.0419E+00    1.9361E+01    7.4892E+00    8.9646E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 1.5676E+01    5.0718E+01    6.0590E+01    2.3755E+01    1.9545E+01    1.8537E+01    7.8430E+01    5.8242E+01    1.8889E+01    5.0419E+00    1.9401E+01    7.7059E+00    8.9411E+00   
 1.6176E+01    5.0718E+01    6.0600E+01    2.3734E+01    1.9545E+01    1.8537E+01    7.8399E+01    5.8242E+01    1.8893E+01    5.0011E+00    1.9320E+01    7.5579E+00    8.9411E+00   
 1.6676E+01    5.0690E+01    6.0595E+01    2.3716E+01    1.9544E+01    1.8352E+01    7.8394E+01    5.8193E+01    1.8874E+01    5.0215E+00    1.9299E+01    7.7271E+00    8.9411E+00   
 1.7272E+01    5.0690E+01    6.0624E+01    2.3666E+01    1.9581E+01    1.8187E+01    7.8401E+01    5.8155E+01    1.8849E+01    5.0215E+00    1.9279E+01    7.5527E+00    8.9174E+00   
 1.7772E+01    5.0677E+01    6.0610E+01    2.3651E+01    1.9541E+01    1.8017E+01    7.8387E+01    5.8094E+01    1.8833E+01    5.0011E+00    1.9463E+01    7.4522E+00    8.9411E+00   
 1.8272E+01    5.0674E+01    6.0609E+01    2.3619E+01    1.9566E+01    1.7893E+01    7.8392E+01    5.8030E+01    1.8815E+01    5.0011E+00    1.9401E+01    7.7271E+00    8.9411E+00   
 1.8773E+01    5.0674E+01    6.0641E+01    2.3584E+01    1.9499E+01    1.7893E+01    7.8393E+01    5.7974E+01    1.8786E+01    5.0011E+00    1.9259E+01    7.4575E+00    8.9174E+00   
 1.9368E+01    5.0677E+01    6.0637E+01    2.3577E+01    1.9496E+01    1.7765E+01    7.8389E+01    5.7974E+01    1.8762E+01    4.9808E+00    1.9422E+01    7.7007E+00    8.9174E+00   
 1.9868E+01    5.0683E+01    6.0673E+01    2.3616E+01    1.9496E+01    1.7644E+01    7.8392E+01    5.7931E+01    1.8719E+01    4.9808E+00    1.9401E+01    7.4787E+00    8.8938E+00   
 2.0368E+01    5.0685E+01    6.0693E+01    2.3722E+01    1.9450E+01    1.7519E+01    7.8392E+01    5.7868E+01    1.8663E+01    4.9604E+00    1.9320E+01    7.6584E+00    8.9646E+00   
 2.0869E+01    5.0674E+01    6.0693E+01    2.3722E+01    1.9531E+01    1.7404E+01    7.8440E+01    5.7794E+01    1.8663E+01    4.9808E+00    1.9320E+01    7.4522E+00    8.9174E+00   
 2.1472E+01    5.0683E+01    6.0710E+01    2.3752E+01    1.9510E+01    1.7321E+01    7.8457E+01    5.7738E+01    1.8625E+01    5.0011E+00    1.9299E+01    7.5738E+00    8.8938E+00   
 2.1972E+01    5.0698E+01    6.0745E+01    2.3733E+01    1.9486E+01    1.7231E+01    7.8472E+01    5.7682E+01    1.8559E+01    4.9604E+00    1.9442E+01    7.4681E+00    8.9174E+00   
 2.2473E+01    5.0698E+01    6.0749E+01    2.3744E+01    1.9486E+01    1.7231E+01    7.8510E+01    5.7682E+01    1.8512E+01    4.9808E+00    1.9361E+01    7.7271E+00    8.9411E+00   
 2.2973E+01    5.0703E+01    6.0779E+01    2.3735E+01    1.9459E+01    1.7107E+01    7.8514E+01    5.7603E+01    1.8434E+01    4.9604E+00    1.9524E+01    7.4681E+00    8.9411E+00   
 2.3560E+01    5.0684E+01    6.0788E+01    2.3737E+01    1.9427E+01    1.7011E+01    7.8539E+01    5.7507E+01    1.8363E+01    4.9400E+00    1.9401E+01    7.4681E+00    8.9174E+00   
 2.4061E+01    5.0701E+01    6.0788E+01    2.3737E+01    1.9384E+01    1.6926E+01    7.8539E+01    5.7389E+01    1.8363E+01    4.9196E+00    1.9381E+01    7.5104E+00    8.9174E+00   
 2.4561E+01    5.0696E+01    6.0803E+01    2.3737E+01    1.9352E+01    1.6840E+01    7.8561E+01    5.7313E+01    1.8298E+01    4.9604E+00    1.9565E+01    7.4681E+00    8.9411E+00   
 2.5061E+01    5.0710E+01    6.0832E+01    2.3751E+01    1.9413E+01    1.6824E+01    7.8583E+01    5.7220E+01    1.8231E+01    4.9196E+00    1.9524E+01    7.4681E+00    8.9174E+00   
 2.5657E+01    5.0703E+01    6.0849E+01    2.3727E+01    1.9413E+01    1.6745E+01    7.8622E+01    5.7220E+01    1.8155E+01    4.9196E+00    1.9585E+01    7.4681E+00    8.9411E+00   
 2.6157E+01    5.0700E+01    6.0864E+01    2.3682E+01    1.9390E+01    1.6655E+01    7.8628E+01    5.7148E+01    1.8122E+01    4.8789E+00    1.9483E+01    7.7482E+00    8.9411E+00   
 2.6657E+01    5.0707E+01    6.0867E+01    2.3665E+01    1.9255E+01    1.6598E+01    7.8628E+01    5.7091E+01    1.8073E+01    4.8993E+00    1.9463E+01    7.4628E+00    8.9174E+00   
 2.7158E+01    5.0700E+01    6.0867E+01    2.3665E+01    1.9273E+01    1.6541E+01    7.8661E+01    5.7031E+01    1.8073E+01    4.8993E+00    1.9401E+01    7.7324E+00    8.9174E+00   
 2.7745E+01    5.0715E+01    6.0875E+01    2.3674E+01    1.9260E+01    1.6472E+01    7.8670E+01    5.6949E+01    1.8020E+01    4.8993E+00    1.9463E+01    7.7429E+00    8.9411E+00   
 2.8246E+01    5.0716E+01    6.0897E+01    2.3674E+01    1.9172E+01    1.6413E+01    7.8678E+01    5.6865E+01    1.7957E+01    4.8993E+00    1.9605E+01    7.4734E+00    8.9411E+00   
 2.8746E+01    5.0716E+01    6.0896E+01    2.3665E+01    1.9172E+01    1.6429E+01    7.8694E+01    5.6879E+01    1.7936E+01    4.8789E+00    1.9442E+01    7.4787E+00    8.8938E+00   
 2.9247E+01    5.0711E+01    6.0905E+01    2.3632E+01    1.9155E+01    1.6375E+01    7.8702E+01    5.6807E+01    1.7889E+01    4.8585E+00    1.9605E+01    7.5104E+00    8.9411E+00   
 2.9841E+01    5.0713E+01    6.0890E+01    2.3645E+01    1.9210E+01    1.6333E+01    7.8688E+01    5.6739E+01    1.7824E+01    4.8993E+00    1.9667E+01    7.7376E+00    8.9411E+00   
 3.0342E+01    5.0699E+01    6.0890E+01    2.3645E+01    1.9182E+01    1.6285E+01    7.8688E+01    5.6682E+01    1.7824E+01    4.8789E+00    1.9626E+01    7.4734E+00    8.9174E+00   
 3.0842E+01    5.0703E+01    6.0905E+01    2.3632E+01    1.9122E+01    1.6274E+01    7.8700E+01    5.6587E+01    1.7775E+01    4.8585E+00    1.9442E+01    7.6689E+00    8.8938E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 3.1342E+01    5.0703E+01    6.0910E+01    2.3599E+01    1.9065E+01    1.6274E+01    7.8711E+01    5.6510E+01    1.7715E+01    4.8789E+00    1.9442E+01    7.4628E+00    8.9174E+00   
 3.1930E+01    5.0722E+01    6.0921E+01    2.3655E+01    1.9081E+01    1.6207E+01    7.8709E+01    5.6496E+01    1.7630E+01    4.8585E+00    1.9544E+01    7.4681E+00    8.9411E+00   
 3.2430E+01    5.0728E+01    6.0940E+01    2.3627E+01    1.9082E+01    1.6155E+01    7.8698E+01    5.6438E+01    1.7580E+01    4.8178E+00    1.9463E+01    7.5527E+00    8.9411E+00   
 3.2930E+01    5.0727E+01    6.0940E+01    2.3660E+01    1.9019E+01    1.6138E+01    7.8698E+01    5.6354E+01    1.7546E+01    4.8178E+00    1.9361E+01    7.4575E+00    8.9174E+00   
 3.3431E+01    5.0726E+01    6.0936E+01    2.3660E+01    1.9017E+01    1.6121E+01    7.8677E+01    5.6266E+01    1.7546E+01    4.8178E+00    1.9361E+01    7.6161E+00    8.9174E+00   
 3.4026E+01    5.0733E+01    6.0941E+01    2.3699E+01    1.8947E+01    1.6089E+01    7.8659E+01    5.6211E+01    1.7484E+01    4.7974E+00    1.9544E+01    7.4470E+00    8.9411E+00   
 3.4526E+01    5.0730E+01    6.0935E+01    2.3681E+01    1.8979E+01    1.6089E+01    7.8670E+01    5.6156E+01    1.7412E+01    4.7974E+00    1.9442E+01    7.7059E+00    8.9411E+00   
 3.5027E+01    5.0730E+01    6.0941E+01    2.3647E+01    1.8979E+01    1.6067E+01    7.8675E+01    5.6156E+01    1.7384E+01    4.7974E+00    1.9565E+01    7.4575E+00    8.9174E+00   
 3.5527E+01    5.0737E+01    6.0945E+01    2.3629E+01    1.8948E+01    1.6054E+01    7.8714E+01    5.6082E+01    1.7296E+01    4.7770E+00    1.9585E+01    7.5104E+00    8.9882E+00   
 3.6114E+01    5.0732E+01    6.0942E+01    2.3607E+01    1.8908E+01    1.6097E+01    7.8786E+01    5.6015E+01    1.7259E+01    4.7770E+00    1.9524E+01    7.7165E+00    8.9174E+00   
 3.6615E+01    5.0736E+01    6.0942E+01    2.3607E+01    1.8886E+01    1.6109E+01    7.8786E+01    5.5925E+01    1.7259E+01    4.7567E+00    1.9544E+01    7.5157E+00    8.8938E+00   
 3.7115E+01    5.0737E+01    6.0935E+01    2.3611E+01    1.8760E+01    1.6150E+01    7.8838E+01    5.5864E+01    1.7188E+01    4.7567E+00    1.9401E+01    7.6848E+00    8.9411E+00   
 3.7615E+01    5.0737E+01    6.0930E+01    2.3624E+01    1.8697E+01    1.6150E+01    7.8872E+01    5.5864E+01    1.7148E+01    4.7363E+00    1.9381E+01    7.4575E+00    8.9646E+00   
 3.8227E+01    5.0733E+01    6.0923E+01    2.3599E+01    1.8697E+01    1.6213E+01    7.8858E+01    5.5827E+01    1.7136E+01    4.7567E+00    1.9340E+01    7.4470E+00    8.9646E+00   
 3.8727E+01    5.0720E+01    6.0929E+01    2.3555E+01    1.8710E+01    1.6267E+01    7.8853E+01    5.5778E+01    1.7088E+01    4.7363E+00    1.9626E+01    7.6584E+00    8.9411E+00   
 3.9227E+01    5.0739E+01    6.0929E+01    2.3559E+01    1.8588E+01    1.6329E+01    7.8853E+01    5.5755E+01    1.7052E+01    4.7770E+00    1.9503E+01    7.4892E+00    8.9174E+00   
 3.9728E+01    5.0730E+01    6.0899E+01    2.3559E+01    1.8538E+01    1.6421E+01    7.8838E+01    5.5734E+01    1.7052E+01    4.7567E+00    1.9340E+01    7.5051E+00    8.9174E+00   
 4.0323E+01    5.0734E+01    6.0905E+01    2.3549E+01    1.8683E+01    1.6497E+01    7.8843E+01    5.5733E+01    1.7016E+01    4.7159E+00    1.9340E+01    7.6372E+00    8.9646E+00   
 4.0823E+01    5.0734E+01    6.0879E+01    2.3549E+01    1.8666E+01    1.6497E+01    7.8844E+01    5.5703E+01    1.6975E+01    4.7159E+00    1.9401E+01    7.6055E+00    8.9174E+00   
 4.1324E+01    5.0726E+01    6.0879E+01    2.3524E+01    1.8666E+01    1.6591E+01    7.8877E+01    5.5703E+01    1.6951E+01    4.6956E+00    1.9238E+01    7.6478E+00    8.9411E+00   
 4.1824E+01    5.0724E+01    6.0853E+01    2.3498E+01    1.8634E+01    1.6701E+01    7.8928E+01    5.5721E+01    1.6962E+01    4.7159E+00    1.9279E+01    7.5474E+00    8.8938E+00   
 4.2427E+01    5.0728E+01    6.0830E+01    2.3477E+01    1.8586E+01    1.6785E+01    7.8954E+01    5.5742E+01    1.6919E+01    4.6956E+00    1.9299E+01    7.6372E+00    8.9411E+00   
 4.2928E+01    5.0713E+01    6.0830E+01    2.3477E+01    1.8619E+01    1.6908E+01    7.8968E+01    5.5766E+01    1.6935E+01    4.7159E+00    1.9340E+01    7.5315E+00    8.9411E+00   
 4.3428E+01    5.0724E+01    6.0812E+01    2.3459E+01    1.8492E+01    1.7012E+01    7.8984E+01    5.5796E+01    1.6941E+01    4.7159E+00    1.9238E+01    7.5315E+00    8.9411E+00   
 4.3928E+01    5.0724E+01    6.0781E+01    2.3446E+01    1.8510E+01    1.7012E+01    7.9013E+01    5.5802E+01    1.6940E+01    4.7159E+00    1.9320E+01    7.4311E+00    8.9174E+00   
 4.4516E+01    5.0722E+01    6.0783E+01    2.3478E+01    1.8510E+01    1.7125E+01    7.9007E+01    5.5802E+01    1.6935E+01    4.6956E+00    1.9218E+01    7.4892E+00    8.8938E+00   
 4.5016E+01    5.0712E+01    6.0738E+01    2.3525E+01    1.8393E+01    1.7218E+01    7.9022E+01    5.5816E+01    1.6931E+01    4.6956E+00    1.9320E+01    7.3782E+00    8.9174E+00   
 4.5516E+01    5.0732E+01    6.0738E+01    2.3546E+01    1.8457E+01    1.7318E+01    7.9022E+01    5.5895E+01    1.6951E+01    4.7159E+00    1.9340E+01    7.3888E+00    8.9646E+00   
 4.6017E+01    5.0740E+01    6.0730E+01    2.3562E+01    1.8436E+01    1.7387E+01    7.8994E+01    5.5939E+01    1.6935E+01    4.6956E+00    1.9157E+01    7.4258E+00    8.9174E+00   
 4.6604E+01    5.0742E+01    6.0723E+01    2.3589E+01    1.8499E+01    1.7500E+01    7.8992E+01    5.5980E+01    1.6922E+01    4.6956E+00    1.9136E+01    7.5738E+00    8.9174E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 4.7104E+01    5.0742E+01    6.0688E+01    2.3608E+01    1.8405E+01    1.7500E+01    7.9003E+01    5.6046E+01    1.6964E+01    4.7159E+00    1.9340E+01    7.6108E+00    8.9174E+00   
 4.7604E+01    5.0736E+01    6.0669E+01    2.3601E+01    1.8405E+01    1.7589E+01    7.9003E+01    5.6046E+01    1.6963E+01    4.7363E+00    1.9095E+01    7.3518E+00    8.9174E+00   
 4.8105E+01    5.0738E+01    6.0666E+01    2.3623E+01    1.8547E+01    1.7718E+01    7.9048E+01    5.6108E+01    1.7009E+01    4.7159E+00    1.9218E+01    7.6055E+00    8.9411E+00   
 4.8676E+01    5.0745E+01    6.0654E+01    2.3614E+01    1.8488E+01    1.7803E+01    7.9048E+01    5.6166E+01    1.7022E+01    4.7159E+00    1.9259E+01    7.6108E+00    8.8938E+00   
 4.9176E+01    5.0765E+01    6.0669E+01    2.3630E+01    1.8504E+01    1.7930E+01    7.9074E+01    5.6247E+01    1.7038E+01    4.7159E+00    1.9116E+01    7.3624E+00    8.8938E+00   
 4.9677E+01    5.0770E+01    6.0642E+01    2.3665E+01    1.8529E+01    1.8022E+01    7.9065E+01    5.6297E+01    1.7064E+01    4.7363E+00    1.9238E+01    7.3518E+00    8.9174E+00   
 5.0177E+01    5.0770E+01    6.0627E+01    2.3666E+01    1.8472E+01    1.8038E+01    7.9070E+01    5.6311E+01    1.7085E+01    4.7363E+00    1.9361E+01    7.5949E+00    8.9646E+00   
 5.0781E+01    5.0756E+01    6.0610E+01    2.3658E+01    1.8488E+01    1.8126E+01    7.9061E+01    5.6373E+01    1.7114E+01    4.7363E+00    1.9320E+01    7.5897E+00    8.9411E+00   
 5.1281E+01    5.0778E+01    6.0617E+01    2.3679E+01    1.8496E+01    1.8222E+01    7.9033E+01    5.6408E+01    1.7131E+01    4.7363E+00    1.9157E+01    7.3677E+00    8.9174E+00   
 5.1782E+01    5.0773E+01    6.0617E+01    2.3715E+01    1.8559E+01    1.8296E+01    7.9033E+01    5.6477E+01    1.7157E+01    4.7363E+00    1.9075E+01    7.3412E+00    8.9174E+00   
 5.2282E+01    5.0751E+01    6.0573E+01    2.3700E+01    1.8616E+01    1.8387E+01    7.9022E+01    5.6535E+01    1.7157E+01    4.7567E+00    1.9259E+01    7.4839E+00    8.9411E+00   
 5.2869E+01    5.0750E+01    6.0557E+01    2.3714E+01    1.8508E+01    1.8467E+01    7.8992E+01    5.6604E+01    1.7181E+01    4.7159E+00    1.9259E+01    7.4522E+00    8.9411E+00   
 5.3369E+01    5.0750E+01    6.0552E+01    2.3704E+01    1.8517E+01    1.8467E+01    7.8999E+01    5.6705E+01    1.7199E+01    4.7363E+00    1.9299E+01    7.6267E+00    8.8938E+00   
 5.3869E+01    5.0717E+01    6.0518E+01    2.3711E+01    1.8501E+01    1.8550E+01    7.9015E+01    5.6719E+01    1.7254E+01    4.7159E+00    1.9116E+01    7.5157E+00    8.8938E+00   
 5.4370E+01    5.0736E+01    6.0501E+01    2.3707E+01    1.8605E+01    1.8659E+01    7.8989E+01    5.6793E+01    1.7275E+01    4.7363E+00    1.9075E+01    7.5949E+00    8.8700E+00   
 5.4965E+01    5.0726E+01    6.0493E+01    2.3645E+01    1.8493E+01    1.8736E+01    7.8989E+01    5.6863E+01    1.7281E+01    4.7363E+00    1.9095E+01    7.4998E+00    8.9411E+00   
 5.5465E+01    5.0725E+01    6.0493E+01    2.3645E+01    1.8576E+01    1.8797E+01    7.8989E+01    5.6940E+01    1.7281E+01    4.7363E+00    1.9014E+01    7.4047E+00    8.8700E+00   
 5.5966E+01    5.0731E+01    6.0502E+01    2.3655E+01    1.8639E+01    1.8883E+01    7.8962E+01    5.6994E+01    1.7283E+01    4.7567E+00    1.9238E+01    7.5897E+00    8.9411E+00   
 5.6466E+01    5.0731E+01    6.0491E+01    2.3641E+01    1.8639E+01    1.8883E+01    7.8942E+01    5.6994E+01    1.7314E+01    4.7567E+00    1.9055E+01    7.6108E+00    8.9174E+00   
 5.7053E+01    5.0755E+01    6.0508E+01    2.3715E+01    1.8697E+01    1.8969E+01    7.8914E+01    5.7038E+01    1.7304E+01    4.7567E+00    1.9218E+01    7.3730E+00    8.8938E+00   
 5.7554E+01    5.0749E+01    6.0481E+01    2.3771E+01    1.8681E+01    1.9037E+01    7.8903E+01    5.7127E+01    1.7295E+01    4.7363E+00    1.9197E+01    7.3518E+00    8.8462E+00   
 5.8054E+01    5.0771E+01    6.0495E+01    2.3787E+01    1.8718E+01    1.9097E+01    7.8903E+01    5.7194E+01    1.7331E+01    4.7567E+00    1.9157E+01    7.3518E+00    8.9174E+00   
 5.8554E+01    5.0767E+01    6.0488E+01    2.3795E+01    1.8778E+01    1.9174E+01    7.8874E+01    5.7240E+01    1.7331E+01    4.7567E+00    1.9136E+01    7.3624E+00    8.9411E+00   
 5.9150E+01    5.0780E+01    6.0515E+01    2.3745E+01    1.8790E+01    1.9245E+01    7.8869E+01    5.7302E+01    1.7370E+01    4.7770E+00    1.9055E+01    7.3465E+00    8.9411E+00   
 5.9650E+01    5.0780E+01    6.0494E+01    2.3713E+01    1.8713E+01    1.9245E+01    7.8857E+01    5.7383E+01    1.7372E+01    4.7363E+00    1.9279E+01    7.3677E+00    8.9174E+00   
 6.0150E+01    5.0765E+01    6.0482E+01    2.3729E+01    1.8698E+01    1.9335E+01    7.8874E+01    5.7398E+01    1.7394E+01    4.7770E+00    1.9177E+01    7.3518E+00    8.9411E+00   
 6.0651E+01    5.0774E+01    6.0473E+01    2.3765E+01    1.8789E+01    1.9395E+01    7.8855E+01    5.7470E+01    1.7410E+01    4.7770E+00    1.9279E+01    7.5738E+00    8.9174E+00   
 6.1246E+01    5.0773E+01    6.0468E+01    2.3764E+01    1.8867E+01    1.9476E+01    7.8869E+01    5.7558E+01    1.7477E+01    4.7770E+00    1.9116E+01    7.3730E+00    8.9411E+00   
 6.1747E+01    5.0770E+01    6.0468E+01    2.3764E+01    1.8853E+01    1.9532E+01    7.8842E+01    5.7621E+01    1.7477E+01    4.7770E+00    1.9116E+01    7.5897E+00    8.9646E+00   
 6.2247E+01    5.0784E+01    6.0462E+01    2.3756E+01    1.8864E+01    1.9609E+01    7.8821E+01    5.7654E+01    1.7519E+01    4.8178E+00    1.9136E+01    7.5527E+00    8.9411E+00   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 6.2747E+01    5.0784E+01    6.0444E+01    2.3731E+01    1.8864E+01    1.9609E+01    7.8822E+01    5.7654E+01    1.7546E+01    4.8178E+00    1.9157E+01    7.5209E+00    8.9411E+00   
 6.3358E+01    5.0750E+01    6.0438E+01    2.3749E+01    1.8844E+01    1.9693E+01    7.8830E+01    5.7727E+01    1.7596E+01    4.8382E+00    1.9055E+01    7.3624E+00    8.9411E+00   
 6.3859E+01    5.0762E+01    6.0435E+01    2.3737E+01    1.8860E+01    1.9747E+01    7.8816E+01    5.7771E+01    1.7632E+01    4.8382E+00    1.9218E+01    7.4681E+00    8.8938E+00   
 6.4359E+01    5.0757E+01    6.0435E+01    2.3775E+01    1.8904E+01    1.9796E+01    7.8802E+01    5.7847E+01    1.7670E+01    4.8178E+00    1.9238E+01    7.6267E+00    8.8938E+00   
 6.4859E+01    5.0759E+01    6.0431E+01    2.3775E+01    1.8950E+01    1.9848E+01    7.8817E+01    5.7877E+01    1.7654E+01    4.8382E+00    1.9136E+01    7.5368E+00    8.9411E+00   
 6.5431E+01    5.0730E+01    6.0400E+01    2.3688E+01    1.8878E+01    1.9893E+01    7.8827E+01    5.7906E+01    1.7723E+01    4.8585E+00    1.9075E+01    7.3518E+00    8.8938E+00   
