# Run number  3 on Mon 2026-05-25T12:05:40 BST
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 2.0275E+01    5.1898E+01    5.9360E+01    2.4469E+01    1.9641E+01    1.9623E+01    7.8693E+01    5.7485E+01    1.9083E+01    5.0419E+00    1.8708E+01    7.5791E+00    1.2195E+01   
 2.0776E+01    5.1914E+01    5.9375E+01    2.4484E+01    1.9620E+01    1.9357E+01    7.8678E+01    5.7480E+01    1.9105E+01    5.0419E+00    1.8953E+01    7.5421E+00    1.2178E+01   
 2.1355E+01    5.1916E+01    5.9386E+01    2.4391E+01    1.9656E+01    1.9136E+01    7.8663E+01    5.7465E+01    1.9128E+01    5.0215E+00    1.8973E+01    7.5632E+00    1.2178E+01   
 2.1855E+01    5.1896E+01    5.9367E+01    2.4462E+01    1.9761E+01    1.8915E+01    7.8631E+01    5.7450E+01    1.9116E+01    5.0419E+00    1.8973E+01    7.3465E+00    1.2195E+01   
 2.2356E+01    5.1904E+01    5.9367E+01    2.4760E+01    1.9761E+01    1.8915E+01    7.8608E+01    5.7434E+01    1.9097E+01    5.0215E+00    1.8932E+01    7.6108E+00    1.2161E+01   
 2.2856E+01    5.1903E+01    5.9393E+01    2.4733E+01    1.9685E+01    1.8737E+01    7.8584E+01    5.7415E+01    1.9105E+01    5.0623E+00    1.8851E+01    7.3782E+00    1.2213E+01   
 2.3459E+01    5.1912E+01    5.9398E+01    2.4721E+01    1.9702E+01    1.8580E+01    7.8541E+01    5.7400E+01    1.9105E+01    5.0623E+00    1.9014E+01    7.6055E+00    1.2195E+01   
 2.3960E+01    5.1927E+01    5.9434E+01    2.4737E+01    1.9705E+01    1.8410E+01    7.8527E+01    5.7331E+01    1.9070E+01    5.0419E+00    1.8953E+01    7.3888E+00    1.2178E+01   
 2.4460E+01    5.1927E+01    5.9451E+01    2.4607E+01    1.9776E+01    1.8285E+01    7.8522E+01    5.7293E+01    1.9047E+01    5.0419E+00    1.8993E+01    7.3677E+00    1.2195E+01   
 2.4960E+01    5.1929E+01    5.9451E+01    2.4495E+01    1.9776E+01    1.8285E+01    7.8479E+01    5.7293E+01    1.9027E+01    5.0419E+00    1.8932E+01    7.6161E+00    1.2178E+01   
 2.5563E+01    5.1935E+01    5.9474E+01    2.4372E+01    1.9744E+01    1.8159E+01    7.8477E+01    5.7266E+01    1.8946E+01    5.0215E+00    1.8871E+01    7.5421E+00    1.2161E+01   
 2.6064E+01    5.1926E+01    5.9488E+01    2.4254E+01    1.9758E+01    1.8016E+01    7.8445E+01    5.7231E+01    1.8928E+01    5.0215E+00    1.8953E+01    7.3677E+00    1.2161E+01   
 2.6564E+01    5.1926E+01    5.9530E+01    2.4175E+01    1.9779E+01    1.7882E+01    7.8428E+01    5.7182E+01    1.8928E+01    5.0011E+00    1.8891E+01    7.4892E+00    1.2143E+01   
 2.7064E+01    5.1949E+01    5.9549E+01    2.4191E+01    1.9750E+01    1.7755E+01    7.8413E+01    5.7118E+01    1.8873E+01    5.0215E+00    1.9095E+01    7.3782E+00    1.2126E+01   
 2.7652E+01    5.1948E+01    5.9568E+01    2.4149E+01    1.9735E+01    1.7638E+01    7.8404E+01    5.7058E+01    1.8838E+01    5.0011E+00    1.9055E+01    7.5315E+00    1.2143E+01   
 2.8152E+01    5.1951E+01    5.9585E+01    2.4107E+01    1.9696E+01    1.7545E+01    7.8385E+01    5.7058E+01    1.8810E+01    5.0011E+00    1.8891E+01    7.6002E+00    1.2161E+01   
 2.8653E+01    5.1947E+01    5.9585E+01    2.4071E+01    1.9696E+01    1.7545E+01    7.8378E+01    5.7008E+01    1.8777E+01    5.0215E+00    1.9034E+01    7.3624E+00    1.2161E+01   
 2.9153E+01    5.1948E+01    5.9604E+01    2.4061E+01    1.9673E+01    1.7458E+01    7.8377E+01    5.6940E+01    1.8744E+01    5.0011E+00    1.9034E+01    7.4681E+00    1.2195E+01   
 2.9765E+01    5.1954E+01    5.9641E+01    2.4091E+01    1.9624E+01    1.7356E+01    7.8401E+01    5.6843E+01    1.8744E+01    4.9808E+00    1.9157E+01    7.3835E+00    1.2161E+01   
 3.0265E+01    5.1954E+01    5.9645E+01    2.4091E+01    1.9608E+01    1.7271E+01    7.8401E+01    5.6793E+01    1.8687E+01    5.0011E+00    1.9034E+01    7.5632E+00    1.2178E+01   
 3.0766E+01    5.1956E+01    5.9660E+01    2.4079E+01    1.9606E+01    1.7179E+01    7.8418E+01    5.6725E+01    1.8632E+01    4.9808E+00    1.8993E+01    7.3624E+00    1.2161E+01   
 3.1266E+01    5.1957E+01    5.9673E+01    2.4071E+01    1.9619E+01    1.7104E+01    7.8456E+01    5.6725E+01    1.8570E+01    5.0011E+00    1.8973E+01    7.6372E+00    1.2143E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 3.1852E+01    5.1958E+01    5.9673E+01    2.4070E+01    1.9619E+01    1.7104E+01    7.8502E+01    5.6660E+01    1.8524E+01    4.9808E+00    1.9136E+01    7.3730E+00    1.2161E+01   
 3.2353E+01    5.1962E+01    5.9661E+01    2.4027E+01    1.9558E+01    1.7027E+01    7.8518E+01    5.6580E+01    1.8475E+01    4.9604E+00    1.9095E+01    7.3677E+00    1.2178E+01   
 3.2853E+01    5.1962E+01    5.9666E+01    2.4027E+01    1.9469E+01    1.6940E+01    7.8545E+01    5.6504E+01    1.8475E+01    4.9604E+00    1.9177E+01    7.3730E+00    1.2178E+01   
 3.3353E+01    5.1958E+01    5.9689E+01    2.4044E+01    1.9546E+01    1.6867E+01    7.8545E+01    5.6422E+01    1.8397E+01    4.9604E+00    1.8993E+01    7.3677E+00    1.2161E+01   
 3.3941E+01    5.1963E+01    5.9692E+01    2.4041E+01    1.9468E+01    1.6795E+01    7.8599E+01    5.6371E+01    1.8362E+01    4.9400E+00    1.9055E+01    7.4470E+00    1.2143E+01   
 3.4441E+01    5.1976E+01    5.9705E+01    2.4077E+01    1.9474E+01    1.6751E+01    7.8635E+01    5.6371E+01    1.8317E+01    4.9400E+00    1.9075E+01    7.3730E+00    1.2126E+01   
 3.4941E+01    5.1983E+01    5.9719E+01    2.4115E+01    1.9490E+01    1.6751E+01    7.8676E+01    5.6290E+01    1.8262E+01    4.9400E+00    1.9014E+01    7.5844E+00    1.2161E+01   
 3.5442E+01    5.1993E+01    5.9731E+01    2.4106E+01    1.9474E+01    1.6683E+01    7.8720E+01    5.6226E+01    1.8235E+01    4.9196E+00    1.8973E+01    7.3624E+00    1.2161E+01   
 3.6029E+01    5.2007E+01    5.9733E+01    2.4123E+01    1.9413E+01    1.6643E+01    7.8751E+01    5.6181E+01    1.8251E+01    4.9196E+00    1.8993E+01    7.4258E+00    1.2161E+01   
 3.6529E+01    5.2007E+01    5.9741E+01    2.4123E+01    1.9306E+01    1.6614E+01    7.8751E+01    5.6116E+01    1.8191E+01    4.9196E+00    1.9055E+01    7.4681E+00    1.2161E+01   
 3.7030E+01    5.2004E+01    5.9751E+01    2.4174E+01    1.9285E+01    1.6555E+01    7.8765E+01    5.6050E+01    1.8152E+01    4.9400E+00    1.8973E+01    7.3571E+00    1.2195E+01   
 3.7530E+01    5.2035E+01    5.9751E+01    2.4165E+01    1.9285E+01    1.6555E+01    7.8789E+01    5.6050E+01    1.8101E+01    4.8993E+00    1.8993E+01    7.4575E+00    1.2178E+01   
 3.8109E+01    5.2018E+01    5.9757E+01    2.4162E+01    1.9216E+01    1.6522E+01    7.8817E+01    5.5974E+01    1.8041E+01    4.8993E+00    1.9218E+01    7.4205E+00    1.2178E+01   
 3.8610E+01    5.2014E+01    5.9763E+01    2.4150E+01    1.9198E+01    1.6478E+01    7.8825E+01    5.5908E+01    1.7966E+01    4.8789E+00    1.9197E+01    7.3624E+00    1.2178E+01   
 3.9110E+01    5.2014E+01    5.9762E+01    2.4150E+01    1.9211E+01    1.6449E+01    7.8825E+01    5.5838E+01    1.7966E+01    4.8585E+00    1.9136E+01    7.3571E+00    1.2143E+01   
 3.9610E+01    5.2020E+01    5.9749E+01    2.4095E+01    1.9192E+01    1.6401E+01    7.8860E+01    5.5761E+01    1.7908E+01    4.8789E+00    1.9014E+01    7.3518E+00    1.2143E+01   
 4.0198E+01    5.2017E+01    5.9755E+01    2.4092E+01    1.9195E+01    1.6348E+01    7.8865E+01    5.5661E+01    1.7849E+01    4.8382E+00    1.9136E+01    7.3518E+00    1.2178E+01   
 4.0698E+01    5.2043E+01    5.9755E+01    2.4106E+01    1.9195E+01    1.6348E+01    7.8891E+01    5.5661E+01    1.7781E+01    4.8382E+00    1.9157E+01    7.3571E+00    1.2178E+01   
 4.1198E+01    5.2017E+01    5.9753E+01    2.4113E+01    1.9143E+01    1.6315E+01    7.8926E+01    5.5604E+01    1.7705E+01    4.8382E+00    1.9095E+01    7.5051E+00    1.2195E+01   
 4.1699E+01    5.2016E+01    5.9737E+01    2.4130E+01    1.9091E+01    1.6284E+01    7.8908E+01    5.5537E+01    1.7663E+01    4.8178E+00    1.9055E+01    7.3465E+00    1.2213E+01   
 4.2311E+01    5.2016E+01    5.9737E+01    2.4092E+01    1.9077E+01    1.6268E+01    7.8889E+01    5.5482E+01    1.7663E+01    4.7974E+00    1.9014E+01    7.5897E+00    1.2195E+01   
 4.2811E+01    5.2016E+01    5.9737E+01    2.4092E+01    1.9004E+01    1.6285E+01    7.8903E+01    5.5433E+01    1.7623E+01    4.8178E+00    1.9095E+01    7.4628E+00    1.2178E+01   
 4.3311E+01    5.2018E+01    5.9736E+01    2.4058E+01    1.9004E+01    1.6273E+01    7.8889E+01    5.5361E+01    1.7580E+01    4.7974E+00    1.9034E+01    7.3994E+00    1.2161E+01   
 4.3812E+01    5.2009E+01    5.9736E+01    2.4067E+01    1.9004E+01    1.6289E+01    7.8894E+01    5.5376E+01    1.7547E+01    4.7770E+00    1.9034E+01    7.5791E+00    1.2161E+01   
 4.4406E+01    5.2023E+01    5.9736E+01    2.4084E+01    1.9023E+01    1.6327E+01    7.8881E+01    5.5348E+01    1.7501E+01    4.7974E+00    1.9157E+01    7.3360E+00    1.2195E+01   
 4.4907E+01    5.2040E+01    5.9743E+01    2.4116E+01    1.8967E+01    1.6376E+01    7.8918E+01    5.5299E+01    1.7475E+01    4.7770E+00    1.9157E+01    7.3730E+00    1.2213E+01   
 4.5407E+01    5.2040E+01    5.9729E+01    2.4116E+01    1.8933E+01    1.6436E+01    7.8918E+01    5.5260E+01    1.7475E+01    4.7567E+00    1.9075E+01    7.3254E+00    1.2178E+01   
 4.5907E+01    5.2045E+01    5.9734E+01    2.4086E+01    1.8786E+01    1.6498E+01    7.8902E+01    5.5205E+01    1.7434E+01    4.7567E+00    1.8993E+01    7.3360E+00    1.2161E+01   
 4.6511E+01    5.2036E+01    5.9725E+01    2.4093E+01    1.8914E+01    1.6577E+01    7.8906E+01    5.5186E+01    1.7382E+01    4.7567E+00    1.8993E+01    7.5738E+00    1.2195E+01   
 4.7011E+01    5.2044E+01    5.9725E+01    2.4052E+01    1.8947E+01    1.6645E+01    7.8911E+01    5.5186E+01    1.7367E+01    4.7567E+00    1.8953E+01    7.4575E+00    1.2213E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 4.7511E+01    5.2056E+01    5.9725E+01    2.4057E+01    1.8947E+01    1.6645E+01    7.8885E+01    5.5190E+01    1.7351E+01    4.7363E+00    1.8993E+01    7.3201E+00    1.2178E+01   
 4.8011E+01    5.2053E+01    5.9706E+01    2.4048E+01    1.8860E+01    1.6743E+01    7.8886E+01    5.5195E+01    1.7303E+01    4.7363E+00    1.8953E+01    7.3360E+00    1.2178E+01   
 4.8583E+01    5.2053E+01    5.9696E+01    2.4050E+01    1.8802E+01    1.6832E+01    7.8856E+01    5.5179E+01    1.7303E+01    4.7363E+00    1.8932E+01    7.3042E+00    1.2161E+01   
 4.9083E+01    5.2054E+01    5.9668E+01    2.4034E+01    1.8801E+01    1.6935E+01    7.8856E+01    5.5175E+01    1.7275E+01    4.7363E+00    1.8932E+01    7.3201E+00    1.2213E+01   
 4.9584E+01    5.2029E+01    5.9653E+01    2.4063E+01    1.8723E+01    1.7041E+01    7.8852E+01    5.5191E+01    1.7251E+01    4.7567E+00    1.8851E+01    7.2990E+00    1.2126E+01   
 5.0084E+01    5.2032E+01    5.9653E+01    2.4090E+01    1.8723E+01    1.7057E+01    7.8867E+01    5.5206E+01    1.7258E+01    4.7159E+00    1.8830E+01    7.2831E+00    1.2195E+01   
 5.0679E+01    5.2037E+01    5.9633E+01    2.4099E+01    1.8780E+01    1.7156E+01    7.8876E+01    5.5226E+01    1.7239E+01    4.7363E+00    1.8769E+01    7.4047E+00    1.2178E+01   
 5.1179E+01    5.2040E+01    5.9622E+01    2.4097E+01    1.8691E+01    1.7255E+01    7.8875E+01    5.5260E+01    1.7239E+01    4.7363E+00    1.8851E+01    7.2831E+00    1.2126E+01   
 5.1680E+01    5.2040E+01    5.9589E+01    2.4097E+01    1.8710E+01    1.7368E+01    7.8875E+01    5.5273E+01    1.7239E+01    4.7567E+00    1.8749E+01    7.3095E+00    1.2143E+01   
 5.2180E+01    5.2041E+01    5.9580E+01    2.4093E+01    1.8788E+01    1.7473E+01    7.8874E+01    5.5315E+01    1.7249E+01    4.7363E+00    1.8953E+01    7.2672E+00    1.2161E+01   
 5.2768E+01    5.2052E+01    5.9564E+01    2.4111E+01    1.8838E+01    1.7588E+01    7.8878E+01    5.5355E+01    1.7265E+01    4.7363E+00    1.9014E+01    7.3095E+00    1.2178E+01   
 5.3268E+01    5.2060E+01    5.9579E+01    2.4171E+01    1.8854E+01    1.7588E+01    7.8872E+01    5.5355E+01    1.7260E+01    4.7363E+00    1.8810E+01    7.3730E+00    1.2213E+01   
 5.3768E+01    5.2055E+01    5.9564E+01    2.4203E+01    1.8764E+01    1.7692E+01    7.8876E+01    5.5392E+01    1.7268E+01    4.7159E+00    1.8851E+01    7.4364E+00    1.2143E+01   
 5.4269E+01    5.2075E+01    5.9547E+01    2.4218E+01    1.8788E+01    1.7796E+01    7.8865E+01    5.5430E+01    1.7257E+01    4.7159E+00    1.8728E+01    7.4628E+00    1.2161E+01   
 5.4864E+01    5.2075E+01    5.9542E+01    2.4218E+01    1.8764E+01    1.7904E+01    7.8865E+01    5.5484E+01    1.7257E+01    4.7363E+00    1.8790E+01    7.5209E+00    1.2161E+01   
 5.5364E+01    5.2069E+01    5.9519E+01    2.4194E+01    1.8755E+01    1.8017E+01    7.8858E+01    5.5551E+01    1.7296E+01    4.7363E+00    1.8749E+01    7.2778E+00    1.2143E+01   
 5.5865E+01    5.2062E+01    5.9513E+01    2.4199E+01    1.8794E+01    1.8117E+01    7.8877E+01    5.5619E+01    1.7334E+01    4.7770E+00    1.8708E+01    7.4681E+00    1.2178E+01   
 5.6365E+01    5.2052E+01    5.9513E+01    2.4261E+01    1.8794E+01    1.8117E+01    7.8877E+01    5.5619E+01    1.7385E+01    4.7363E+00    1.8790E+01    7.3888E+00    1.2143E+01   
 5.6936E+01    5.2067E+01    5.9504E+01    2.4312E+01    1.8867E+01    1.8225E+01    7.8898E+01    5.5694E+01    1.7415E+01    4.7770E+00    1.8810E+01    7.2725E+00    1.2161E+01   
 5.7436E+01    5.2070E+01    5.9487E+01    2.4310E+01    1.8777E+01    1.8332E+01    7.8869E+01    5.5769E+01    1.7444E+01    4.7567E+00    1.8810E+01    7.2725E+00    1.2161E+01   
 5.7937E+01    5.2070E+01    5.9481E+01    2.4310E+01    1.8741E+01    1.8431E+01    7.8869E+01    5.5822E+01    1.7444E+01    4.7567E+00    1.8790E+01    7.2567E+00    1.2161E+01   
 5.8437E+01    5.2067E+01    5.9479E+01    2.4227E+01    1.8799E+01    1.8531E+01    7.8849E+01    5.5879E+01    1.7471E+01    4.7567E+00    1.8830E+01    7.2672E+00    1.2178E+01   
 5.9032E+01    5.2073E+01    5.9482E+01    2.4204E+01    1.8841E+01    1.8645E+01    7.8880E+01    5.5957E+01    1.7508E+01    4.7567E+00    1.8790E+01    7.4470E+00    1.2178E+01   
 5.9533E+01    5.2065E+01    5.9482E+01    2.4126E+01    1.8841E+01    1.8645E+01    7.8892E+01    5.5957E+01    1.7524E+01    4.7567E+00    1.8749E+01    7.2620E+00    1.2161E+01   
 6.0033E+01    5.2070E+01    5.9448E+01    2.4128E+01    1.8858E+01    1.8729E+01    7.8884E+01    5.6024E+01    1.7560E+01    4.7770E+00    1.8688E+01    7.4998E+00    1.2126E+01   
 6.0533E+01    5.2063E+01    5.9449E+01    2.4101E+01    1.8801E+01    1.8818E+01    7.8874E+01    5.6104E+01    1.7560E+01    4.7770E+00    1.8688E+01    7.2725E+00    1.2161E+01   
 6.1105E+01    5.2063E+01    5.9458E+01    2.4101E+01    1.8829E+01    1.8909E+01    7.8874E+01    5.6125E+01    1.7552E+01    4.7567E+00    1.8688E+01    7.2725E+00    1.2178E+01   
 6.1605E+01    5.2067E+01    5.9443E+01    2.4079E+01    1.8830E+01    1.8972E+01    7.8863E+01    5.6178E+01    1.7556E+01    4.7770E+00    1.8688E+01    7.3624E+00    1.2213E+01   
 6.2105E+01    5.2060E+01    5.9437E+01    2.4096E+01    1.8928E+01    1.8988E+01    7.8883E+01    5.6193E+01    1.7625E+01    4.7770E+00    1.8871E+01    7.2620E+00    1.2230E+01   
 6.2606E+01    5.2064E+01    5.9437E+01    2.4076E+01    1.8928E+01    1.9078E+01    7.8871E+01    5.6256E+01    1.7630E+01    4.7770E+00    1.8891E+01    7.2725E+00    1.2213E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 6.3202E+01    5.2058E+01    5.9407E+01    2.4032E+01    1.8949E+01    1.9160E+01    7.8854E+01    5.6335E+01    1.7645E+01    4.7770E+00    1.8749E+01    7.2725E+00    1.2126E+01   
 6.3702E+01    5.2058E+01    5.9411E+01    2.4039E+01    1.8879E+01    1.9237E+01    7.8836E+01    5.6402E+01    1.7654E+01    4.7567E+00    1.8688E+01    7.4892E+00    1.2195E+01   
 6.4202E+01    5.2058E+01    5.9400E+01    2.4039E+01    1.8930E+01    1.9316E+01    7.8836E+01    5.6483E+01    1.7654E+01    4.7770E+00    1.8810E+01    7.2567E+00    1.2195E+01   
 6.4703E+01    5.2060E+01    5.9396E+01    2.4107E+01    1.8967E+01    1.9393E+01    7.8836E+01    5.6527E+01    1.7675E+01    4.7567E+00    1.8647E+01    7.2514E+00    1.2230E+01   
 6.5273E+01    5.2060E+01    5.9394E+01    2.4142E+01    1.8942E+01    1.9462E+01    7.8816E+01    5.6527E+01    1.7701E+01    4.7770E+00    1.8647E+01    7.3994E+00    1.2161E+01   
 6.5774E+01    5.2050E+01    5.9394E+01    2.4125E+01    1.8942E+01    1.9462E+01    7.8812E+01    5.6578E+01    1.7709E+01    4.7567E+00    1.8647E+01    7.5157E+00    1.2161E+01   
