# Run number  5 on Mon 2026-05-25T12:05:41 BST
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 2.3080E+01    5.4631E+01    6.2097E+01    2.4345E+01    1.9948E+01    1.7687E+01    8.1141E+01    5.9066E+01    1.9038E+01    5.0623E+00    2.0095E+01    7.8751E+00    1.2247E+01   
 2.3670E+01    5.4625E+01    6.2121E+01    2.4308E+01    1.9847E+01    1.7633E+01    8.1215E+01    5.9023E+01    1.8978E+01    5.0419E+00    2.0074E+01    7.8645E+00    1.2195E+01   
 2.4176E+01    5.4625E+01    6.2127E+01    2.4293E+01    1.9864E+01    1.7548E+01    8.1277E+01    5.8953E+01    1.8938E+01    5.0419E+00    2.0136E+01    7.8962E+00    1.2213E+01   
 2.4678E+01    5.4637E+01    6.2135E+01    2.4309E+01    1.9864E+01    1.7564E+01    8.1332E+01    5.8900E+01    1.8953E+01    5.0419E+00    2.0156E+01    7.7324E+00    1.2178E+01   
 2.5180E+01    5.4638E+01    6.2150E+01    2.4279E+01    1.9807E+01    1.7502E+01    8.1396E+01    5.8807E+01    1.8886E+01    5.0215E+00    2.0319E+01    7.6584E+00    1.2178E+01   
 2.5770E+01    5.4664E+01    6.2178E+01    2.4260E+01    1.9770E+01    1.7417E+01    8.1425E+01    5.8738E+01    1.8841E+01    5.0011E+00    2.0299E+01    7.8434E+00    1.2230E+01   
 2.6273E+01    5.4662E+01    6.2178E+01    2.4255E+01    1.9751E+01    1.7363E+01    8.1425E+01    5.8738E+01    1.8807E+01    5.0011E+00    2.0299E+01    7.9332E+00    1.2213E+01   
 2.6776E+01    5.4676E+01    6.2185E+01    2.4255E+01    1.9800E+01    1.7292E+01    8.1440E+01    5.8665E+01    1.8732E+01    5.0011E+00    2.0034E+01    7.6637E+00    1.2230E+01   
 2.7277E+01    5.4676E+01    6.2190E+01    2.4239E+01    1.9759E+01    1.7222E+01    8.1436E+01    5.8611E+01    1.8732E+01    5.0215E+00    2.0156E+01    7.6531E+00    1.2230E+01   
 2.7895E+01    5.4671E+01    6.2205E+01    2.4200E+01    1.9714E+01    1.7222E+01    8.1464E+01    5.8532E+01    1.8703E+01    4.9808E+00    2.0299E+01    7.9491E+00    1.2282E+01   
 2.8397E+01    5.4683E+01    6.2210E+01    2.4169E+01    1.9729E+01    1.7162E+01    8.1461E+01    5.8459E+01    1.8646E+01    4.9808E+00    2.0340E+01    7.9226E+00    1.2230E+01   
 2.8899E+01    5.4683E+01    6.2220E+01    2.4173E+01    1.9751E+01    1.7095E+01    8.1463E+01    5.8459E+01    1.8613E+01    4.9604E+00    2.0197E+01    7.8909E+00    1.2178E+01   
 2.9401E+01    5.4688E+01    6.2220E+01    2.4172E+01    1.9757E+01    1.7039E+01    8.1463E+01    5.8382E+01    1.8546E+01    4.9196E+00    2.0054E+01    7.9226E+00    1.2195E+01   
 3.0008E+01    5.4702E+01    6.2249E+01    2.4172E+01    1.9693E+01    1.6994E+01    8.1450E+01    5.8320E+01    1.8484E+01    4.9604E+00    2.0176E+01    7.8856E+00    1.2195E+01   
 3.0511E+01    5.4697E+01    6.2238E+01    2.4216E+01    1.9664E+01    1.6951E+01    8.1440E+01    5.8275E+01    1.8412E+01    4.9604E+00    2.0197E+01    7.8539E+00    1.2178E+01   
 3.1015E+01    5.4697E+01    6.2261E+01    2.4211E+01    1.9628E+01    1.6951E+01    8.1419E+01    5.8216E+01    1.8412E+01    4.9400E+00    2.0319E+01    7.7905E+00    1.2161E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 3.1517E+01    5.4704E+01    6.2256E+01    2.4226E+01    1.9628E+01    1.6890E+01    8.1424E+01    5.8143E+01    1.8369E+01    4.9400E+00    2.0278E+01    7.6478E+00    1.2195E+01   
 3.2103E+01    5.4701E+01    6.2268E+01    2.4267E+01    1.9569E+01    1.6841E+01    8.1426E+01    5.8080E+01    1.8323E+01    4.9196E+00    2.0258E+01    7.9385E+00    1.2161E+01   
 3.2605E+01    5.4695E+01    6.2253E+01    2.4229E+01    1.9581E+01    1.6820E+01    8.1440E+01    5.8094E+01    1.8272E+01    4.9196E+00    2.0136E+01    7.9279E+00    1.2143E+01   
 3.3107E+01    5.4707E+01    6.2276E+01    2.4229E+01    1.9474E+01    1.6757E+01    8.1462E+01    5.8003E+01    1.8216E+01    4.9400E+00    2.0258E+01    7.9121E+00    1.2178E+01   
 3.3609E+01    5.4707E+01    6.2257E+01    2.4228E+01    1.9460E+01    1.6733E+01    8.1480E+01    5.7957E+01    1.8232E+01    4.8993E+00    2.0156E+01    7.8698E+00    1.2161E+01   
 3.4175E+01    5.4714E+01    6.2276E+01    2.4356E+01    1.9437E+01    1.6733E+01    8.1490E+01    5.7909E+01    1.8182E+01    4.9196E+00    2.0136E+01    7.7218E+00    1.2178E+01   
 3.4677E+01    5.4710E+01    6.2269E+01    2.4351E+01    1.9437E+01    1.6706E+01    8.1523E+01    5.7870E+01    1.8144E+01    4.8993E+00    2.0319E+01    7.6848E+00    1.2178E+01   
 3.5179E+01    5.4703E+01    6.2269E+01    2.4315E+01    1.9465E+01    1.6671E+01    8.1539E+01    5.7870E+01    1.8109E+01    4.9196E+00    2.0258E+01    7.8434E+00    1.2213E+01   
 3.5681E+01    5.4716E+01    6.2266E+01    2.4315E+01    1.9414E+01    1.6641E+01    8.1539E+01    5.7814E+01    1.8050E+01    4.9196E+00    2.0217E+01    7.6214E+00    1.2213E+01   
 3.6290E+01    5.4717E+01    6.2281E+01    2.4233E+01    1.9244E+01    1.6621E+01    8.1540E+01    5.7772E+01    1.8012E+01    4.8993E+00    2.0319E+01    7.6425E+00    1.2264E+01   
 3.6795E+01    5.4737E+01    6.2274E+01    2.4222E+01    1.9159E+01    1.6605E+01    8.1575E+01    5.7694E+01    1.7969E+01    4.8789E+00    2.0136E+01    7.7958E+00    1.2230E+01   
 3.7297E+01    5.4737E+01    6.2266E+01    2.4173E+01    1.9201E+01    1.6605E+01    8.1622E+01    5.7653E+01    1.7969E+01    4.8993E+00    2.0319E+01    7.6372E+00    1.2195E+01   
 3.7799E+01    5.4737E+01    6.2272E+01    2.4215E+01    1.9201E+01    1.6636E+01    8.1655E+01    5.7600E+01    1.7919E+01    4.8789E+00    2.0074E+01    7.7324E+00    1.2213E+01   
 3.8359E+01    5.4748E+01    6.2261E+01    2.4219E+01    1.9241E+01    1.6668E+01    8.1681E+01    5.7546E+01    1.7862E+01    4.8585E+00    2.0238E+01    7.7535E+00    1.2230E+01   
 3.8862E+01    5.4751E+01    6.2261E+01    2.4231E+01    1.9167E+01    1.6701E+01    8.1681E+01    5.7546E+01    1.7812E+01    4.8585E+00    2.0176E+01    7.7376E+00    1.2195E+01   
 3.9364E+01    5.4739E+01    6.2260E+01    2.4231E+01    1.9147E+01    1.6768E+01    8.1683E+01    5.7509E+01    1.7764E+01    4.8382E+00    2.0299E+01    7.6478E+00    1.2213E+01   
 3.9866E+01    5.4739E+01    6.2246E+01    2.4194E+01    1.9180E+01    1.6829E+01    8.1688E+01    5.7487E+01    1.7764E+01    4.8382E+00    2.0278E+01    7.8592E+00    1.2195E+01   
 4.0456E+01    5.4737E+01    6.2265E+01    2.4179E+01    1.9097E+01    1.6829E+01    8.1704E+01    5.7456E+01    1.7712E+01    4.8382E+00    2.0095E+01    7.5949E+00    1.2178E+01   
 4.0958E+01    5.4776E+01    6.2271E+01    2.4191E+01    1.9113E+01    1.6918E+01    8.1712E+01    5.7420E+01    1.7688E+01    4.8178E+00    2.0095E+01    7.5844E+00    1.2213E+01   
 4.1460E+01    5.4765E+01    6.2271E+01    2.4126E+01    1.8973E+01    1.6981E+01    8.1705E+01    5.7420E+01    1.7658E+01    4.8178E+00    2.0074E+01    7.6002E+00    1.2195E+01   
 4.1965E+01    5.4768E+01    6.2273E+01    2.4126E+01    1.8977E+01    1.7071E+01    8.1705E+01    5.7396E+01    1.7635E+01    4.8178E+00    2.0278E+01    7.7799E+00    1.2143E+01   
 4.2528E+01    5.4790E+01    6.2277E+01    2.4092E+01    1.9044E+01    1.7170E+01    8.1745E+01    5.7387E+01    1.7605E+01    4.7974E+00    2.0217E+01    7.6319E+00    1.2178E+01   
 4.3030E+01    5.4790E+01    6.2258E+01    2.4055E+01    1.9053E+01    1.7259E+01    8.1732E+01    5.7402E+01    1.7605E+01    4.8178E+00    2.0013E+01    7.7905E+00    1.2161E+01   
 4.3532E+01    5.4810E+01    6.2264E+01    2.4149E+01    1.9069E+01    1.7259E+01    8.1756E+01    5.7398E+01    1.7582E+01    4.7974E+00    2.0095E+01    7.5685E+00    1.2195E+01   
 4.4034E+01    5.4811E+01    6.2288E+01    2.4111E+01    1.9063E+01    1.7384E+01    8.1755E+01    5.7418E+01    1.7567E+01    4.7770E+00    2.0034E+01    7.8645E+00    1.2247E+01   
 4.4640E+01    5.4796E+01    6.2234E+01    2.4000E+01    1.9013E+01    1.7476E+01    8.1781E+01    5.7428E+01    1.7533E+01    4.7770E+00    2.0115E+01    7.8645E+00    1.2213E+01   
 4.5142E+01    5.4806E+01    6.2234E+01    2.4000E+01    1.9079E+01    1.7566E+01    8.1781E+01    5.7428E+01    1.7517E+01    4.7770E+00    2.0136E+01    7.8486E+00    1.2195E+01   
 4.5645E+01    5.4815E+01    6.2217E+01    2.3938E+01    1.9026E+01    1.7667E+01    8.1790E+01    5.7442E+01    1.7516E+01    4.7770E+00    2.0136E+01    7.6689E+00    1.2195E+01   
 4.6147E+01    5.4815E+01    6.2205E+01    2.3901E+01    1.8999E+01    1.7762E+01    8.1790E+01    5.7458E+01    1.7516E+01    4.7974E+00    1.9911E+01    7.5632E+00    1.2161E+01   
 4.6712E+01    5.4791E+01    6.2188E+01    2.3937E+01    1.8983E+01    1.7762E+01    8.1799E+01    5.7483E+01    1.7502E+01    4.7974E+00    2.0115E+01    7.5579E+00    1.2230E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 4.7217E+01    5.4796E+01    6.2158E+01    2.3957E+01    1.9030E+01    1.7886E+01    8.1772E+01    5.7541E+01    1.7508E+01    4.7974E+00    1.9911E+01    7.6214E+00    1.2178E+01   
 4.7722E+01    5.4800E+01    6.2158E+01    2.3992E+01    1.9013E+01    1.7980E+01    8.1793E+01    5.7541E+01    1.7505E+01    4.7770E+00    1.9932E+01    7.7905E+00    1.2126E+01   
 4.8227E+01    5.4812E+01    6.2147E+01    2.3992E+01    1.9062E+01    1.8088E+01    8.1793E+01    5.7596E+01    1.7499E+01    4.7770E+00    1.9850E+01    7.5368E+00    1.2195E+01   
 4.8812E+01    5.4808E+01    6.2131E+01    2.4018E+01    1.9052E+01    1.8185E+01    8.1809E+01    5.7647E+01    1.7516E+01    4.8178E+00    1.9870E+01    7.7694E+00    1.2195E+01   
 4.9314E+01    5.4808E+01    6.2108E+01    2.4042E+01    1.9036E+01    1.8287E+01    8.1822E+01    5.7712E+01    1.7540E+01    4.7974E+00    2.0013E+01    7.5738E+00    1.2178E+01   
 4.9816E+01    5.4810E+01    6.2110E+01    2.3980E+01    1.9036E+01    1.8287E+01    8.1825E+01    5.7768E+01    1.7540E+01    4.7974E+00    2.0115E+01    7.7588E+00    1.2178E+01   
 5.0318E+01    5.4805E+01    6.2087E+01    2.3961E+01    1.9002E+01    1.8390E+01    8.1834E+01    5.7827E+01    1.7551E+01    4.7974E+00    1.9952E+01    7.6531E+00    1.2195E+01   
 5.0881E+01    5.4832E+01    6.2101E+01    2.3963E+01    1.9073E+01    1.8479E+01    8.1818E+01    5.7827E+01    1.7582E+01    4.8178E+00    1.9972E+01    7.7799E+00    1.2178E+01   
 5.1383E+01    5.4834E+01    6.2101E+01    2.3963E+01    1.9014E+01    1.8567E+01    8.1818E+01    5.7895E+01    1.7597E+01    4.7974E+00    1.9932E+01    7.5474E+00    1.2178E+01   
 5.1885E+01    5.4847E+01    6.2091E+01    2.4011E+01    1.9060E+01    1.8680E+01    8.1817E+01    5.7954E+01    1.7622E+01    4.7974E+00    1.9891E+01    7.8275E+00    1.2178E+01   
 5.2387E+01    5.4847E+01    6.2075E+01    2.4026E+01    1.9075E+01    1.8680E+01    8.1793E+01    5.8020E+01    1.7622E+01    4.7974E+00    1.9870E+01    7.6795E+00    1.2195E+01   
 5.2985E+01    5.4840E+01    6.2101E+01    2.4061E+01    1.9091E+01    1.8760E+01    8.1749E+01    5.8093E+01    1.7655E+01    4.7974E+00    1.9870E+01    7.5474E+00    1.2213E+01   
 5.3487E+01    5.4859E+01    6.2082E+01    2.3997E+01    1.8963E+01    1.8853E+01    8.1735E+01    5.8170E+01    1.7686E+01    4.7974E+00    1.9870E+01    7.5474E+00    1.2195E+01   
 5.3992E+01    5.4852E+01    6.2082E+01    2.3884E+01    1.9018E+01    1.8932E+01    8.1735E+01    5.8170E+01    1.7724E+01    4.8178E+00    2.0034E+01    7.8169E+00    1.2178E+01   
 5.4494E+01    5.4852E+01    6.2075E+01    2.3884E+01    1.9008E+01    1.9036E+01    8.1716E+01    5.8224E+01    1.7752E+01    4.8178E+00    1.9911E+01    7.5791E+00    1.2230E+01   
 5.5089E+01    5.4869E+01    6.2094E+01    2.3860E+01    1.9036E+01    1.9115E+01    8.1700E+01    5.8291E+01    1.7784E+01    4.8178E+00    1.9870E+01    7.8222E+00    1.2213E+01   
 5.5592E+01    5.4869E+01    6.2088E+01    2.3886E+01    1.8999E+01    1.9115E+01    8.1693E+01    5.8384E+01    1.7784E+01    4.8178E+00    1.9932E+01    7.5527E+00    1.2178E+01   
 5.6094E+01    5.4864E+01    6.2073E+01    2.3914E+01    1.8999E+01    1.9202E+01    8.1690E+01    5.8440E+01    1.7806E+01    4.8382E+00    2.0034E+01    7.6108E+00    1.2213E+01   
 5.6596E+01    5.4881E+01    6.2058E+01    2.3910E+01    1.9033E+01    1.9280E+01    8.1678E+01    5.8497E+01    1.7802E+01    4.8178E+00    1.9870E+01    7.7324E+00    1.2230E+01   
 5.7193E+01    5.4876E+01    6.2072E+01    2.3908E+01    1.8988E+01    1.9353E+01    8.1643E+01    5.8560E+01    1.7806E+01    4.8178E+00    1.9870E+01    7.5368E+00    1.2230E+01   
 5.7696E+01    5.4853E+01    6.2058E+01    2.3892E+01    1.8946E+01    1.9430E+01    8.1643E+01    5.8560E+01    1.7798E+01    4.8178E+00    1.9830E+01    7.5421E+00    1.2195E+01   
 5.8198E+01    5.4851E+01    6.2044E+01    2.3922E+01    1.9031E+01    1.9503E+01    8.1628E+01    5.8622E+01    1.7798E+01    4.8382E+00    1.9932E+01    7.5527E+00    1.2230E+01   
 5.8700E+01    5.4837E+01    6.2028E+01    2.3939E+01    1.9101E+01    1.9487E+01    8.1587E+01    5.8667E+01    1.7782E+01    4.8382E+00    1.9830E+01    7.6478E+00    1.2230E+01   
 5.9301E+01    5.4834E+01    6.2016E+01    2.3953E+01    1.9101E+01    1.9574E+01    8.1583E+01    5.8735E+01    1.7789E+01    4.8382E+00    1.9850E+01    7.6954E+00    1.2195E+01   
 5.9803E+01    5.4843E+01    6.2012E+01    2.3913E+01    1.9054E+01    1.9643E+01    8.1590E+01    5.8825E+01    1.7810E+01    4.8585E+00    1.9830E+01    7.7271E+00    1.2161E+01   
 6.0305E+01    5.4832E+01    6.2012E+01    2.3861E+01    1.9091E+01    1.9718E+01    8.1598E+01    5.8825E+01    1.7815E+01    4.8382E+00    1.9870E+01    7.7799E+00    1.2230E+01   
 6.0808E+01    5.4858E+01    6.2015E+01    2.3876E+01    1.9014E+01    1.9768E+01    8.1584E+01    5.8858E+01    1.7823E+01    4.8382E+00    2.0013E+01    7.5632E+00    1.2213E+01   
 6.1386E+01    5.4861E+01    6.2014E+01    2.3852E+01    1.9063E+01    1.9839E+01    8.1578E+01    5.8929E+01    1.7838E+01    4.8585E+00    1.9809E+01    7.7746E+00    1.2213E+01   
 6.1888E+01    5.4876E+01    6.2015E+01    2.3882E+01    1.9014E+01    1.9839E+01    8.1572E+01    5.8972E+01    1.7838E+01    4.8382E+00    1.9830E+01    7.8011E+00    1.2230E+01   
 6.2390E+01    5.4873E+01    6.2031E+01    2.3910E+01    1.9014E+01    1.9910E+01    8.1557E+01    5.9005E+01    1.7866E+01    4.8585E+00    2.0074E+01    7.8381E+00    1.2161E+01   
# Time (s)      T1w (C)       T2w (C)       T1a (C)       T2a (C)       T1r (C)       T2r (C)       T3r (C)       T4r (C)       P1 (bar)      P2 (bar)      Ic (amp)      Qc (l/min)    
 6.2893E+01    5.4886E+01    6.2026E+01    2.3928E+01    1.9170E+01    1.9968E+01    8.1565E+01    5.9060E+01    1.7888E+01    4.8993E+00    1.9809E+01    7.5579E+00    1.2161E+01   
 6.3458E+01    5.4883E+01    6.2026E+01    2.3954E+01    1.9074E+01    2.0031E+01    8.1550E+01    5.9060E+01    1.7898E+01    4.8585E+00    1.9891E+01    7.7271E+00    1.2161E+01   
 6.3961E+01    5.4908E+01    6.2027E+01    2.3970E+01    1.9186E+01    2.0085E+01    8.1536E+01    5.9111E+01    1.7922E+01    4.8585E+00    1.9850E+01    7.5527E+00    1.2161E+01   
 6.4463E+01    5.4886E+01    6.2033E+01    2.4001E+01    1.9185E+01    2.0124E+01    8.1536E+01    5.9160E+01    1.7952E+01    4.8993E+00    1.9830E+01    7.8275E+00    1.2178E+01   
 6.4965E+01    5.4886E+01    6.2045E+01    2.4001E+01    1.9185E+01    2.0124E+01    8.1573E+01    5.9203E+01    1.7952E+01    4.8993E+00    1.9809E+01    7.5632E+00    1.2178E+01   
 6.5570E+01    5.4906E+01    6.2046E+01    2.4030E+01    1.9192E+01    2.0204E+01    8.1578E+01    5.9247E+01    1.7994E+01    4.9196E+00    1.9891E+01    7.5579E+00    1.2230E+01   
